district,state,year,month,ndvi
Katihar,Bihar,2021,7,0.0
Khagaria,Bihar,2021,7,0.0
Madhubani,Bihar,2021,7,0.0
Madhepura,Bihar,2021,7,0.0
Muzaffarpur,Bihar,2021,7,0.0
Nalanda,Bihar,2021,7,0.2717
Nawada,Bihar,2021,7,0.4796
Pashchim Champaran,Bihar,2021,7,0.0
Patna,Bihar,2021,7,0.0847
Purba Champaran,Bihar,2021,7,0.0
Purnia,Bihar,2021,7,0.0
Samastipur,Bihar,2021,7,0.0
Saran,Bihar,2021,7,0.0
Siwan,Bihar,2021,7,0.0253
Vaishali,Bihar,2021,7,0.0
Araria,Bihar,2021,7,0.0
Kishanganj,Bihar,2021,7,0.0
Chandigarh,Chandigarh,2021,7,0.3521
Raigarh,Chhattisgarh,2021,7,0.0
Deoghar,Jharkhand,2021,7,0.0
Godda,Jharkhand,2021,7,0.0
Lohardaga,Jharkhand,2021,7,0.4848
Ranchi,Jharkhand,2021,7,0.4988
Dhanbad,Jharkhand,2021,7,0.0
Balaghat,Madhya Pradesh,2021,7,0.5197
Betul,Madhya Pradesh,2021,7,0.4108
Bhind,Madhya Pradesh,2021,7,0.1367
Bhopal,Madhya Pradesh,2021,7,0.3131
Chhatarpur,Madhya Pradesh,2021,7,0.3292
Chhindwara,Madhya Pradesh,2021,7,0.4279
Damoh,Madhya Pradesh,2021,7,0.2722
Datia,Madhya Pradesh,2021,7,0.1934
Dewas,Madhya Pradesh,2021,7,0.3044
Dhar,Madhya Pradesh,2021,7,0.1874
Gwalior,Madhya Pradesh,2021,7,0.1911
Indore,Madhya Pradesh,2021,7,0.2161
Jhabua,Madhya Pradesh,2021,7,0.2302
Narsinghpur,Madhya Pradesh,2021,7,0.2447
Panna,Madhya Pradesh,2021,7,0.1811
Raisen,Madhya Pradesh,2021,7,0.3088
Ratlam,Madhya Pradesh,2021,7,0.2493
Rewa,Madhya Pradesh,2021,7,0.5537
Sagar,Madhya Pradesh,2021,7,0.2965
Satna,Madhya Pradesh,2021,7,0.0
Sehore,Madhya Pradesh,2021,7,0.2832
Seoni,Madhya Pradesh,2021,7,0.5701
Shajapur,Madhya Pradesh,2021,7,0.2222
Shivpuri,Madhya Pradesh,2021,7,0.2253
Sidhi,Madhya Pradesh,2021,7,0.5055
Tikamgarh,Madhya Pradesh,2021,7,0.2863
Ujjain,Madhya Pradesh,2021,7,0.21
Vidisha,Madhya Pradesh,2021,7,0.2069
Agra,Uttar Pradesh,2021,7,0.2084
Azamgarh,Uttar Pradesh,2021,7,0.3193
Ballia,Uttar Pradesh,2021,7,0.2437
Bara Banki,Uttar Pradesh,2021,7,0.0
Bareilly,Uttar Pradesh,2021,7,0.3843
Bijnor,Uttar Pradesh,2021,7,0.5194
Etah,Uttar Pradesh,2021,7,0.2638
Fatehpur,Uttar Pradesh,2021,7,0.33
Ghaziabad,Uttar Pradesh,2021,7,0.5279
Ghazipur,Uttar Pradesh,2021,7,0.2984
Hardoi,Uttar Pradesh,2021,7,0.2937
Jalaun,Uttar Pradesh,2021,7,0.1819
Jaunpur,Uttar Pradesh,2021,7,0.3245
Jhansi,Uttar Pradesh,2021,7,0.199
Kanpur,Uttar Pradesh,2021,7,0.2648
Lakhimpur Kheri,Uttar Pradesh,2021,7,0.4992
Lalitpur,Uttar Pradesh,2021,7,0.2188
Lucknow,Uttar Pradesh,2021,7,0.5235
Mainpuri,Uttar Pradesh,2021,7,0.2586
Mirzapur,Uttar Pradesh,2021,7,0.3278
Muzaffarnagar,Uttar Pradesh,2021,7,0.6066
Pilibhit,Uttar Pradesh,2021,7,0.3861
Pratapgarh,Uttar Pradesh,2021,7,0.444
Rae Bareli,Uttar Pradesh,2021,7,0.0
Rampur,Uttar Pradesh,2021,7,0.3094
Saharanpur,Uttar Pradesh,2021,7,0.447
Shahjahanpur,Uttar Pradesh,2021,7,0.3212
Sitapur,Uttar Pradesh,2021,7,0.4556
Sultanpur,Uttar Pradesh,2021,7,0.3366
Unnao,Uttar Pradesh,2021,7,0.2981
Badaun,Uttar Pradesh,2021,7,0.2778
Firozabad,Uttar Pradesh,2021,7,0.1934
Kanpur Dehat,Uttar Pradesh,2021,7,0.2484
Mau,Uttar Pradesh,2021,7,0.2969
Siddharth Nagar,Uttar Pradesh,2021,7,0.4489
Sonbhadra,Uttar Pradesh,2021,7,0.0
Dehra Dun,Uttarakhand,2021,7,0.4236
Pauri Garhwal,Uttarakhand,2021,7,0.4652
Haridwar,Uttarakhand,2021,7,0.4073
Tehri Garhwal,Uttarakhand,2021,7,0.5136
Uttarkashi,Uttarakhand,2021,7,0.4271
Adilabad,Andhra Pradesh,2021,7,0.4642
Anantapur,Andhra Pradesh,2021,7,0.0
Chittoor,Andhra Pradesh,2021,7,0.4601
Cuddapah,Andhra Pradesh,2021,7,0.0454
East Godavari,Andhra Pradesh,2021,7,0.4954
Guntur,Andhra Pradesh,2021,7,0.2988
Hyderabad,Andhra Pradesh,2021,7,0.2317
Karimnagar,Andhra Pradesh,2021,7,0.4352
Khammam,Andhra Pradesh,2021,7,0.4997
Krishna,Andhra Pradesh,2021,7,0.2849
Kurnool,Andhra Pradesh,2021,7,0.0
Mahbubnagar,Andhra Pradesh,2021,7,0.3417
Medak,Andhra Pradesh,2021,7,0.3998
Nalgonda,Andhra Pradesh,2021,7,0.3441
Nellore,Andhra Pradesh,2021,7,0.3496
Nizamabad,Andhra Pradesh,2021,7,0.4295
Prakasam,Andhra Pradesh,2021,7,0.3187
Rangareddi,Andhra Pradesh,2021,7,0.3747
Srikakulam,Andhra Pradesh,2021,7,0.0
Vishakhapatnam,Andhra Pradesh,2021,7,0.4788
Vizianagaram,Andhra Pradesh,2021,7,0.5148
Warangal,Andhra Pradesh,2021,7,0.4226
West Godavari,Andhra Pradesh,2021,7,0.5276
North Goa,Goa,2021,7,0.0
South Goa,Goa,2021,7,0.0
Surat,Gujarat,2021,7,0.3118
The Dangs,Gujarat,2021,7,0.4321
Valsad,Gujarat,2021,7,0.4296
Navsari,Gujarat,2021,7,0.4052
Belgaum,Karnataka,2021,7,0.0
Bellary,Karnataka,2021,7,0.0
Bidar,Karnataka,2021,7,0.228
Bijapur,Karnataka,2021,7,0.0
Chikmagalur,Karnataka,2021,7,0.0
Dakshin Kannad,Karnataka,2021,7,0.0
Dharwad,Karnataka,2021,7,0.0
Gulbarga,Karnataka,2021,7,0.0
Hassan,Karnataka,2021,7,0.0
Kodagu,Karnataka,2021,7,0.0
Kolar,Karnataka,2021,7,0.0
Mandya,Karnataka,2021,7,0.0
Mysore,Karnataka,2021,7,0.0
Raichur,Karnataka,2021,7,0.2764
Shimoga,Karnataka,2021,7,0.0
Tumkur,Karnataka,2021,7,0.0
Uttar Kannand,Karnataka,2021,7,0.0
Bagalkot,Karnataka,2021,7,0.0
Bangalore Rural,Karnataka,2021,7,0.0
Bangalore Urban,Karnataka,2021,7,0.0
Chamrajnagar,Karnataka,2021,7,0.0
Chitradurga,Karnataka,2021,7,0.0
Davanagere,Karnataka,2021,7,0.0
Gadag,Karnataka,2021,7,0.0
Haveri,Karnataka,2021,7,0.0
Koppal,Karnataka,2021,7,0.0
Udupi,Karnataka,2021,7,0.0
Kannur,Kerala,2021,7,0.0
Ernakulam,Kerala,2021,7,0.0
Idukki,Kerala,2021,7,0.0
Kasaragod,Kerala,2021,7,0.0
Kottayam,Kerala,2021,7,0.0
Kozhikode,Kerala,2021,7,0.0
Malappuram,Kerala,2021,7,0.0
Palakkad,Kerala,2021,7,0.0
Pattanamtitta,Kerala,2021,7,0.0
Kollam,Kerala,2021,7,0.5268
Thrissur,Kerala,2021,7,0.0
Thiruvananthapuram,Kerala,2021,7,0.5833
Wayanad,Kerala,2021,7,0.0
Alappuzha,Kerala,2021,7,0.0
Kavaratti,Lakshadweep,2021,7,-0.2079
Akola,Maharashtra,2021,7,0.2061
Amravati,Maharashtra,2021,7,0.3153
Bhandara,Maharashtra,2021,7,0.3975
Buldana,Maharashtra,2021,7,0.2799
Chandrapur,Maharashtra,2021,7,0.4847
Dhule,Maharashtra,2021,7,0.0
Garhchiroli,Maharashtra,2021,7,0.5701
Jalgaon,Maharashtra,2021,7,0.2004
Kolhapur,Maharashtra,2021,7,0.0
Latur,Maharashtra,2021,7,0.3294
Nagpur,Maharashtra,2021,7,0.4507
Nanded,Maharashtra,2021,7,0.4756
Nashik,Maharashtra,2021,7,0.4096
Osmanabad,Maharashtra,2021,7,0.3282
Pune,Maharashtra,2021,7,0.0
Raigarh,Maharashtra,2021,7,0.0
Ratnagiri,Maharashtra,2021,7,0.0
Sindhudurg,Maharashtra,2021,7,0.0
Sangli,Maharashtra,2021,7,0.0
Satara,Maharashtra,2021,7,0.0
Solapur,Maharashtra,2021,7,0.332
Thane,Maharashtra,2021,7,0.4822
Wardha,Maharashtra,2021,7,0.3424
Yavatmal,Maharashtra,2021,7,0.3749
Aurangabad,Maharashtra,2021,7,0.0
Ahmednagar,Maharashtra,2021,7,0.0
Bid,Maharashtra,2021,7,0.3608
Gondiya,Maharashtra,2021,7,0.3667
Hingoli,Maharashtra,2021,7,0.2965
Jalna,Maharashtra,2021,7,0.2609
Mumbai Suburban,Maharashtra,2021,7,0.0
Mumbai city,Maharashtra,2021,7,0.0
Parbhani,Maharashtra,2021,7,0.2851
Washim,Maharashtra,2021,7,0.3507
Cuttack,Orissa,2021,7,0.3766
Dhenkanal,Orissa,2021,7,0.0
Ganjam,Orissa,2021,7,0.0
Kalahandi,Orissa,2021,7,0.0
Keonjhar,Orissa,2021,7,0.0
Koraput,Orissa,2021,7,0.0
Mayurbhanj,Orissa,2021,7,0.1724
Puri,Orissa,2021,7,0.3906
Sambalpur,Orissa,2021,7,0.3974
Angul,Orissa,2021,7,0.0
Baleshwar,Orissa,2021,7,0.0
Baragarh,Orissa,2021,7,0.0
Bhadrak,Orissa,2021,7,0.2594
Bolangir,Orissa,2021,7,0.0
Boudh,Orissa,2021,7,0.0
Deogarh,Orissa,2021,7,0.0
Gajapati,Orissa,2021,7,0.0
Jagatsinghpur,Orissa,2021,7,0.4175
Jajpur,Orissa,2021,7,0.4332
Jharsuguda,Orissa,2021,7,0.4336
Kandhamal,Orissa,2021,7,0.0
Kendrapara,Orissa,2021,7,0.3434
Khordha,Orissa,2021,7,0.6287
Malkangiri,Orissa,2021,7,0.4492
Nabarangpur,Orissa,2021,7,0.0
Nayagarh,Orissa,2021,7,0.0
Nuapada,Orissa,2021,7,0.0
Rayagada,Orissa,2021,7,0.0
Sonepur,Orissa,2021,7,0.0
Thoothukudi,Tamil Nadu,2021,7,0.28
Coimbatore,Tamil Nadu,2021,7,0.0
Dharmapuri,Tamil Nadu,2021,7,0.4498
Virudhunagar,Tamil Nadu,2021,7,0.2896
Kanniyakumari,Tamil Nadu,2021,7,0.6783
Nilgiris,Tamil Nadu,2021,7,0.0
Erode,Tamil Nadu,2021,7,0.0
Pudukkottai,Tamil Nadu,2021,7,0.3066
Dindigul,Tamil Nadu,2021,7,0.0
Ramanathapuram,Tamil Nadu,2021,7,0.2582
Salem,Tamil Nadu,2021,7,0.5145
Thanjavur,Tamil Nadu,2021,7,0.4504
Sivaganga,Tamil Nadu,2021,7,0.3253
Tiruchchirappalli,Tamil Nadu,2021,7,0.3886
Tirunelveli Kattabo,Tamil Nadu,2021,7,0.433
Ariyalur,Tamil Nadu,2021,7,0.4145
Chennai,Tamil Nadu,2021,7,0.2409
Cuddalore,Tamil Nadu,2021,7,0.4525
Kancheepuram,Tamil Nadu,2021,7,0.5113
Karur,Tamil Nadu,2021,7,0.3027
Madurai,Tamil Nadu,2021,7,0.3357
Nagapattinam,Tamil Nadu,2021,7,0.0
Namakkal,Tamil Nadu,2021,7,0.4895
Perambalur,Tamil Nadu,2021,7,0.3767
Theni,Tamil Nadu,2021,7,0.0
Thiruvallur,Tamil Nadu,2021,7,0.4848
Tiruvannamalai,Tamil Nadu,2021,7,0.541
Vellore,Tamil Nadu,2021,7,0.5091
Villupuram,Tamil Nadu,2021,7,0.5288
East Midnapore,West Bengal,2021,7,0.0
Durg,Chhattisgarh,2021,7,0.2777
Bastar,Chhattisgarh,2021,7,0.4128
Dantewada,Chhattisgarh,2021,7,0.5339
Dhamtari,Chhattisgarh,2021,7,0.0
Janjgir-Champa,Chhattisgarh,2021,7,0.0
Kanker,Chhattisgarh,2021,7,0.4564
Mahasamund,Chhattisgarh,2021,7,0.0
Raipur,Chhattisgarh,2021,7,0.0
Raj Nandgaon,Chhattisgarh,2021,7,0.4018
Dadra and Nagar Haveli,Dadra and Nagar Haveli,2021,7,0.5396
Daman,Daman and Diu,2021,7,0.223
Junagadh,Daman and Diu,2021,7,0.2968
Burhanpur,Madhya Pradesh,2021,7,0.0
Karaikal,Puducherry,2021,7,0.0
Mahe,Puducherry,2021,7,0.0
Puducherry,Puducherry,2021,7,0.5342
Yanam,Puducherry,2021,7,0.0
Karnal,Haryana,2021,10,0.4071
Kurukshetra,Haryana,2021,10,0.392
Mahendragarh,Haryana,2021,10,0.3055
Sonepat,Haryana,2021,10,0.5662
Kaithal,Haryana,2021,10,0.4975
Panipat,Haryana,2021,10,0.5572
Rewari,Haryana,2021,10,0.2646
Yamuna Nagar,Haryana,2021,10,0.4827
Bharatpur,Rajasthan,2021,10,0.2814
Dhaulpur,Rajasthan,2021,10,0.3758
Purba Singhbhum,Jharkhand,2021,10,0.6248
Gorakhpur,Uttar Pradesh,2021,10,0.4104
Maharajganj,Uttar Pradesh,2021,10,0.5863
Kota,Rajasthan,2021,10,0.4149
Baran,Rajasthan,2021,10,0.425
East Khasi Hills,Meghalaya,2021,10,0.6435
West Garo Hills,Meghalaya,2021,10,0.7324
Ri-Bhoi,Meghalaya,2021,10,0.7935
South Garo Hills,Meghalaya,2021,10,0.7878
Patiala,Punjab,2021,10,0.49
Rupnagar,Punjab,2021,10,0.5305
Fatehgarh Sahib,Punjab,2021,10,0.4616
Dakshin Dinajpur,West Bengal,2021,10,0.5993
Uttar Dinajpur,West Bengal,2021,10,0.6417
Ambala,Haryana,2021,10,0.4773
Panchkula,Haryana,2021,10,0.6419
Deoria,Uttar Pradesh,2021,10,0.499
Kushinagar,Uttar Pradesh,2021,10,0.521
Bathinda,Punjab,2021,10,0.6117
Hoshiarpur,Punjab,2021,10,0.5353
Mansa,Punjab,2021,10,0.6256
Muktsar,Punjab,2021,10,0.5742
Nawan Shehar,Punjab,2021,10,0.4942
North Tripura,Tripura,2021,10,0.7535
South Tripura,Tripura,2021,10,0.5449
Dhalai,Tripura,2021,10,0.7767
Hamirpur,Uttar Pradesh,2021,10,0.3649
Mahoba,Uttar Pradesh,2021,10,0.4474
Faridkot,Punjab,2021,10,0.5411
Moga,Punjab,2021,10,0.6369
Jaipur,Rajasthan,2021,10,0.3526
Udaipur,Rajasthan,2021,10,0.5413
Dausa,Rajasthan,2021,10,0.3106
Rajsamand,Rajasthan,2021,10,0.5004
Bahraich,Uttar Pradesh,2021,10,0.5211
Faizabad,Uttar Pradesh,2021,10,0.5291
Ambedkar Nagar,Uttar Pradesh,2021,10,0.5559
Sant Ravi Das Nagar,Uttar Pradesh,2021,10,0.5471
Shravasti,Uttar Pradesh,2021,10,0.5787
Naini Tal,Uttarakhand,2021,10,0.7146
Udham Singh Nagar,Uttarakhand,2021,10,0.4573
East Imphal,Manipur,2021,10,0.6099
West Imphal,Manipur,2021,10,0.5588
Sawai Madhopur,Rajasthan,2021,10,0.3502
Karauli,Rajasthan,2021,10,0.3794
Aligarh,Uttar Pradesh,2021,10,0.4483
Allahabad,Uttar Pradesh,2021,10,0.5635
Banda,Uttar Pradesh,2021,10,0.4899
Gonda,Uttar Pradesh,2021,10,0.5388
Mathura,Uttar Pradesh,2021,10,0.379
Moradabad,Uttar Pradesh,2021,10,0.5286
Varanasi,Uttar Pradesh,2021,10,0.441
Balrampur,Uttar Pradesh,2021,10,0.5892
Chandauli,Uttar Pradesh,2021,10,0.5973
Chitrakoot,Uttar Pradesh,2021,10,0.5112
Hathras,Uttar Pradesh,2021,10,0.3715
Jyotiba Phule Nagar,Uttar Pradesh,2021,10,0.575
Kaushambi,Uttar Pradesh,2021,10,0.5016
Bharuch,Gujarat,2021,10,0.4727
Junagadh,Gujarat,2021,10,0.5506
Kheda,Gujarat,2021,10,0.5982
Anand,Gujarat,2021,10,0.5062
Dahod,Gujarat,2021,10,0.6151
Narmada,Gujarat,2021,10,0.6695
Panch Mahals,Gujarat,2021,10,0.6241
Porbandar,Gujarat,2021,10,0.3969
Hisar,Haryana,2021,10,0.5025
Rohtak,Haryana,2021,10,0.5759
Fatehabad,Haryana,2021,10,0.6104
Jhajjar,Haryana,2021,10,0.414
Nandurbar,Maharashtra,2021,10,0.6258
Kohima,Nagaland,2021,10,0.6943
Dimapur,Nagaland,2021,10,0.6961
Ganganagar,Rajasthan,2021,10,0.2344
Hanumangarh,Rajasthan,2021,10,0.3216
Bilaspur,Chhattisgarh,2021,10,0.6529
Jashpur,Chhattisgarh,2021,10,0.6593
Kawardha,Chhattisgarh,2021,10,0.6222
Korba,Chhattisgarh,2021,10,0.6047
Koriya,Chhattisgarh,2021,10,0.5689
Surguja,Chhattisgarh,2021,10,0.5958
Hoshangabad,Madhya Pradesh,2021,10,0.5376
Jabalpur,Madhya Pradesh,2021,10,0.5542
Mandla,Madhya Pradesh,2021,10,0.6134
Mandsaur,Madhya Pradesh,2021,10,0.3432
Morena,Madhya Pradesh,2021,10,0.4292
Rajgarh,Madhya Pradesh,2021,10,0.4173
West Nimar,Madhya Pradesh,2021,10,0.6079
Barwani,Madhya Pradesh,2021,10,0.5286
Dindori,Madhya Pradesh,2021,10,0.5855
Harda,Madhya Pradesh,2021,10,0.4434
Katni,Madhya Pradesh,2021,10,0.556
Neemuch,Madhya Pradesh,2021,10,0.4015
Sheopur,Madhya Pradesh,2021,10,0.5126
Umaria,Madhya Pradesh,2021,10,0.5547
Basti,Uttar Pradesh,2021,10,0.513
Bulandshahr,Uttar Pradesh,2021,10,0.4746
Etawah,Uttar Pradesh,2021,10,0.5813
Farrukhabad,Uttar Pradesh,2021,10,0.3803
Meerut,Uttar Pradesh,2021,10,0.5377
Auraiya,Uttar Pradesh,2021,10,0.5483
Baghpat,Uttar Pradesh,2021,10,0.5062
Gautam Buddha Nagar,Uttar Pradesh,2021,10,0.4463
Kannauj,Uttar Pradesh,2021,10,0.3992
Sant Kabir Nagar,Uttar Pradesh,2021,10,0.491
Pithoragarh,Uttarakhand,2021,10,0.3797
Almora,Uttarakhand,2021,10,0.6987
Bageshwar,Uttarakhand,2021,10,0.473
Chamoli,Uttarakhand,2021,10,0.3399
Champawat,Uttarakhand,2021,10,0.6666
Rudra Prayag,Uttarakhand,2021,10,0.4933
Aizawl,Mizoram,2021,10,0.795
Lunglei,Mizoram,2021,10,0.6958
Champhai,Mizoram,2021,10,0.6971
Kolasib,Mizoram,2021,10,0.759
Mamit,Mizoram,2021,10,0.7523
Saiha,Mizoram,2021,10,0.5949
Serchhip,Mizoram,2021,10,0.713
Bhagalpur,Bihar,2021,10,0.2734
Munger,Bihar,2021,10,0.3615
Rohtas,Bihar,2021,10,0.6614
Saharsa,Bihar,2021,10,0.4362
Sitamarhi,Bihar,2021,10,0.4885
Banka,Bihar,2021,10,0.5532
Bhabua,Bihar,2021,10,0.6428
Bhojpur,Bihar,2021,10,0.5931
Buxar,Bihar,2021,10,0.6327
Jamui,Bihar,2021,10,0.5583
Lakhisarai,Bihar,2021,10,0.3709
Sheikhpura,Bihar,2021,10,0.5212
Sheohar,Bihar,2021,10,0.5025
Supaul,Bihar,2021,10,0.4349
Bokaro,Jharkhand,2021,10,0.6304
Chatra,Jharkhand,2021,10,0.5573
Garhwa,Jharkhand,2021,10,0.6037
Giridih,Jharkhand,2021,10,0.5713
Hazaribag,Jharkhand,2021,10,0.6147
Koderma,Jharkhand,2021,10,0.6366
Pakur,Jharkhand,2021,10,0.6594
Sahibganj,Jharkhand,2021,10,0.5388
Banas Kantha,Gujarat,2021,10,0.4519
Mahesana,Gujarat,2021,10,0.5072
Patan,Gujarat,2021,10,0.4177
Dumka,Jharkhand,2021,10,0.5711
Gumla,Jharkhand,2021,10,0.6371
Jamtara,Jharkhand,2021,10,0.537
Latehar,Jharkhand,2021,10,0.646
Palamu,Jharkhand,2021,10,0.6146
Pashchim Singhbhum,Jharkhand,2021,10,0.6769
Saraikela Kharsawan,Jharkhand,2021,10,0.6643
Simdega,Jharkhand,2021,10,0.6199
West Midnapore,West Bengal,2021,10,0.5896
East Nimar,Madhya Pradesh,2021,10,0.468
Guna,Madhya Pradesh,2021,10,0.4579
Shahdol,Madhya Pradesh,2021,10,0.5339
Anuppur,Madhya Pradesh,2021,10,0.587
Ashoknagar,Madhya Pradesh,2021,10,0.4482
Andaman Islands,Andaman and Nicobar,2021,10,0.3105
Nicobar Islands,Andaman and Nicobar,2021,10,0.5259
Barpeta,Assam,2021,10,0.4125
Cachar,Assam,2021,10,0.7036
Darrang,Assam,2021,10,0.5036
Dhuburi,Assam,2021,10,0.41
Dibrugarh,Assam,2021,10,0.5059
Goalpara,Assam,2021,10,0.5337
Golaghat,Assam,2021,10,0.4637
Kamrup,Assam,2021,10,0.5328
Karbi Anglong,Assam,2021,10,0.6873
Karimganj,Assam,2021,10,0.6533
Nagaon,Assam,2021,10,0.5841
Nalbari,Assam,2021,10,0.4305
North Cachar Hills,Assam,2021,10,0.7037
Sibsagar,Assam,2021,10,0.5362
Sonitpur,Assam,2021,10,0.5201
Bongaigaon,Assam,2021,10,0.3978
Dhemaji,Assam,2021,10,0.3148
Hailakandi,Assam,2021,10,0.6987
Jorhat,Assam,2021,10,0.4045
Kokrajhar,Assam,2021,10,0.5835
Lakhimpur,Assam,2021,10,0.4158
Marigaon,Assam,2021,10,0.5173
Tinsukia,Assam,2021,10,0.6203
Delhi,Delhi,2021,10,0.367
Ahmadabad,Gujarat,2021,10,0.4582
Amreli,Gujarat,2021,10,0.5354
Bhavnagar,Gujarat,2021,10,0.4797
Gandhinagar,Gujarat,2021,10,0.5984
Jamnagar,Gujarat,2021,10,0.5001
Kachchh,Gujarat,2021,10,0.2986
Rajkot,Gujarat,2021,10,0.4749
Sabar Kantha,Gujarat,2021,10,0.5514
Surendranagar,Gujarat,2021,10,0.4673
Vadodara,Gujarat,2021,10,0.6232
Bhiwani,Haryana,2021,10,0.3544
Gurgaon,Haryana,2021,10,0.3447
Jind,Haryana,2021,10,0.5947
Sirsa,Haryana,2021,10,0.4961
Faridabad,Haryana,2021,10,0.435
Bilaspur,Himachal Pradesh,2021,10,0.6875
Chamba,Himachal Pradesh,2021,10,0.4921
Hamirpur,Himachal Pradesh,2021,10,0.7181
Kangra,Himachal Pradesh,2021,10,0.5859
Kinnaur,Himachal Pradesh,2021,10,0.1534
Kullu,Himachal Pradesh,2021,10,0.4285
Lahul and Spiti,Himachal Pradesh,2021,10,0.0293
Mandi,Himachal Pradesh,2021,10,0.7267
Shimla,Himachal Pradesh,2021,10,0.6627
Sirmaur,Himachal Pradesh,2021,10,0.7125
Solan,Himachal Pradesh,2021,10,0.7309
Una,Himachal Pradesh,2021,10,0.6419
Bishnupur,Manipur,2021,10,0.3848
Chandel,Manipur,2021,10,0.2051
Churachandpur,Manipur,2021,10,0.7347
Senapati,Manipur,2021,10,0.6446
Tamenglong,Manipur,2021,10,0.7457
Thoubal,Manipur,2021,10,0.3473
Ukhrul,Manipur,2021,10,0.5936
East Garo Hills,Meghalaya,2021,10,0.7954
Jaintia Hills,Meghalaya,2021,10,0.7103
West Khasi Hills,Meghalaya,2021,10,0.6916
Lawngtlai,Mizoram,2021,10,0.5589
Mokokchung,Nagaland,2021,10,0.6565
Mon,Nagaland,2021,10,0.6757
Phek,Nagaland,2021,10,0.7037
Tuensang,Nagaland,2021,10,0.7009
Wokha,Nagaland,2021,10,0.6556
Zunheboto,Nagaland,2021,10,0.7162
Sundargarh,Orissa,2021,10,0.6549
Amritsar,Punjab,2021,10,0.4953
Firozpur,Punjab,2021,10,0.5701
Gurdaspur,Punjab,2021,10,0.5098
Jalandhar,Punjab,2021,10,0.5123
Kapurthala,Punjab,2021,10,0.4723
Ludhiana,Punjab,2021,10,0.5267
Sangrur,Punjab,2021,10,0.6056
Ajmer,Rajasthan,2021,10,0.4166
Alwar,Rajasthan,2021,10,0.3738
Banswara,Rajasthan,2021,10,0.5286
Barmer,Rajasthan,2021,10,0.2428
Bhilwara,Rajasthan,2021,10,0.4395
Bikaner,Rajasthan,2021,10,0.2283
Bundi,Rajasthan,2021,10,0.4374
Chittaurgarh,Rajasthan,2021,10,0.4521
Churu,Rajasthan,2021,10,0.3418
Dungarpur,Rajasthan,2021,10,0.5347
Jaisalmer,Rajasthan,2021,10,0.1505
Jalor,Rajasthan,2021,10,0.3272
Jhalawar,Rajasthan,2021,10,0.4328
Jhunjhunun,Rajasthan,2021,10,0.3532
Jodhpur,Rajasthan,2021,10,0.305
Nagaur,Rajasthan,2021,10,0.3676
Pali,Rajasthan,2021,10,0.3867
Sikar,Rajasthan,2021,10,0.3819
Sirohi,Rajasthan,2021,10,0.4488
Tonk,Rajasthan,2021,10,0.3061
East,Sikkim,2021,10,0.0
North Sikkim,Sikkim,2021,10,0.0502
South Sikkim,Sikkim,2021,10,0.7701
West Sikkim,Sikkim,2021,10,0.8163
West Tripura,Tripura,2021,10,0.7725
Bankura,West Bengal,2021,10,0.5754
Barddhaman,West Bengal,2021,10,0.6001
Birbhum,West Bengal,2021,10,0.6552
Darjiling,West Bengal,2021,10,0.6489
Haora,West Bengal,2021,10,0.5135
Hugli,West Bengal,2021,10,0.5987
Jalpaiguri,West Bengal,2021,10,0.6544
Kochbihar,West Bengal,2021,10,0.601
Maldah,West Bengal,2021,10,0.468
Murshidabad,West Bengal,2021,10,0.498
Nadia,West Bengal,2021,10,0.5004
Puruliya,West Bengal,2021,10,0.6254
Kolkata,West Bengal,2021,10,0.2548
North 24 Parganas,West Bengal,2021,10,0.4521
South 24 Parganas,West Bengal,2021,10,0.4556
East Siang,Arunachal Pradesh,2021,10,0.6315
Lohit,Arunachal Pradesh,2021,10,0.7126
Lower Subansiri,Arunachal Pradesh,2021,10,0.0
Tirap,Arunachal Pradesh,2021,10,0.63
West Siang,Arunachal Pradesh,2021,10,0.0
Changlang,Arunachal Pradesh,2021,10,0.684
Lower Dibang Valley,Arunachal Pradesh,2021,10,0.6885
Papum Pare,Arunachal Pradesh,2021,10,0.6444
Aurangabad,Bihar,2021,10,0.6969
Begusarai,Bihar,2021,10,0.2618
Darbhanga,Bihar,2021,10,0.4318
Gaya,Bihar,2021,10,0.6552
Gopalganj,Bihar,2021,10,0.4826
Jehanabad,Bihar,2021,10,0.657
Katihar,Bihar,2021,10,0.4553
Khagaria,Bihar,2021,10,0.3518
Madhubani,Bihar,2021,10,0.5115
Madhepura,Bihar,2021,10,0.4558
Muzaffarpur,Bihar,2021,10,0.4341
Nalanda,Bihar,2021,10,0.5579
Nawada,Bihar,2021,10,0.6468
Pashchim Champaran,Bihar,2021,10,0.5229
Patna,Bihar,2021,10,0.4167
Purba Champaran,Bihar,2021,10,0.4905
Purnia,Bihar,2021,10,0.4552
Samastipur,Bihar,2021,10,0.3394
Saran,Bihar,2021,10,0.4313
Siwan,Bihar,2021,10,0.5039
Vaishali,Bihar,2021,10,0.3602
Araria,Bihar,2021,10,0.4696
Kishanganj,Bihar,2021,10,0.5418
Chandigarh,Chandigarh,2021,10,0.478
Raigarh,Chhattisgarh,2021,10,0.6361
Deoghar,Jharkhand,2021,10,0.4889
Godda,Jharkhand,2021,10,0.5501
Lohardaga,Jharkhand,2021,10,0.6341
Ranchi,Jharkhand,2021,10,0.6551
Dhanbad,Jharkhand,2021,10,0.4817
