district,state,year,month,ndvi
Karnal,Haryana,2021,1,0.553
Kurukshetra,Haryana,2021,1,0.5548
Mahendragarh,Haryana,2021,1,0.3724
Sonepat,Haryana,2021,1,0.5066
Kaithal,Haryana,2021,1,0.4834
Panipat,Haryana,2021,1,0.5146
Rewari,Haryana,2021,1,0.3803
Yamuna Nagar,Haryana,2021,1,0.4947
Bharatpur,Rajasthan,2021,1,0.46
Dhaulpur,Rajasthan,2021,1,0.4512
Purba Singhbhum,Jharkhand,2021,1,0.296
Gorakhpur,Uttar Pradesh,2021,1,0.424
Maharajganj,Uttar Pradesh,2021,1,0.3662
Kota,Rajasthan,2021,1,0.5218
Baran,Rajasthan,2021,1,0.542
East Khasi Hills,Meghalaya,2021,1,0.581
West Garo Hills,Meghalaya,2021,1,0.5777
Ri-Bhoi,Meghalaya,2021,1,0.5809
South Garo Hills,Meghalaya,2021,1,0.7426
Patiala,Punjab,2021,1,0.6243
Rupnagar,Punjab,2021,1,0.6332
Fatehgarh Sahib,Punjab,2021,1,0.6616
Dakshin Dinajpur,West Bengal,2021,1,0.4206
Uttar Dinajpur,West Bengal,2021,1,0.2945
Ambala,Haryana,2021,1,0.557
Panchkula,Haryana,2021,1,0.4488
Deoria,Uttar Pradesh,2021,1,0.4074
Kushinagar,Uttar Pradesh,2021,1,0.0
Bathinda,Punjab,2021,1,0.6903
Hoshiarpur,Punjab,2021,1,0.6365
Mansa,Punjab,2021,1,0.6968
Muktsar,Punjab,2021,1,0.7182
Nawan Shehar,Punjab,2021,1,0.6928
North Tripura,Tripura,2021,1,0.6125
South Tripura,Tripura,2021,1,0.6074
Dhalai,Tripura,2021,1,0.6977
Hamirpur,Uttar Pradesh,2021,1,0.5188
Mahoba,Uttar Pradesh,2021,1,0.4928
Faridkot,Punjab,2021,1,0.7067
Moga,Punjab,2021,1,0.7345
Jaipur,Rajasthan,2021,1,0.3616
Udaipur,Rajasthan,2021,1,0.4372
Dausa,Rajasthan,2021,1,0.4542
Rajsamand,Rajasthan,2021,1,0.3692
Bahraich,Uttar Pradesh,2021,1,0.4062
Faizabad,Uttar Pradesh,2021,1,0.3636
Ambedkar Nagar,Uttar Pradesh,2021,1,0.4575
Sant Ravi Das Nagar,Uttar Pradesh,2021,1,0.3716
Shravasti,Uttar Pradesh,2021,1,0.4503
Naini Tal,Uttarakhand,2021,1,0.6051
Udham Singh Nagar,Uttarakhand,2021,1,0.4007
East Imphal,Manipur,2021,1,0.4508
West Imphal,Manipur,2021,1,0.2818
Sawai Madhopur,Rajasthan,2021,1,0.5077
Karauli,Rajasthan,2021,1,0.3914
Aligarh,Uttar Pradesh,2021,1,0.5208
Allahabad,Uttar Pradesh,2021,1,0.3552
Banda,Uttar Pradesh,2021,1,0.4448
Gonda,Uttar Pradesh,2021,1,0.3486
Mathura,Uttar Pradesh,2021,1,0.6928
Moradabad,Uttar Pradesh,2021,1,0.6146
Varanasi,Uttar Pradesh,2021,1,0.3832
Balrampur,Uttar Pradesh,2021,1,0.3559
Chandauli,Uttar Pradesh,2021,1,0.3282
Chitrakoot,Uttar Pradesh,2021,1,0.49
Hathras,Uttar Pradesh,2021,1,0.5766
Jyotiba Phule Nagar,Uttar Pradesh,2021,1,0.4467
Kaushambi,Uttar Pradesh,2021,1,0.3102
Bharuch,Gujarat,2021,1,0.3884
Junagadh,Gujarat,2021,1,0.5437
Kheda,Gujarat,2021,1,0.5178
Anand,Gujarat,2021,1,0.5384
Dahod,Gujarat,2021,1,0.4608
Narmada,Gujarat,2021,1,0.3993
Panch Mahals,Gujarat,2021,1,0.4791
Porbandar,Gujarat,2021,1,0.4621
Hisar,Haryana,2021,1,0.5288
Rohtak,Haryana,2021,1,0.4376
Fatehabad,Haryana,2021,1,0.6773
Jhajjar,Haryana,2021,1,0.3849
Nandurbar,Maharashtra,2021,1,0.4509
Kohima,Nagaland,2021,1,0.701
Dimapur,Nagaland,2021,1,0.5331
Ganganagar,Rajasthan,2021,1,0.4194
Hanumangarh,Rajasthan,2021,1,0.3968
Bilaspur,Chhattisgarh,2021,1,0.3968
Jashpur,Chhattisgarh,2021,1,0.3974
Kawardha,Chhattisgarh,2021,1,0.4801
Korba,Chhattisgarh,2021,1,0.3853
Koriya,Chhattisgarh,2021,1,0.4634
Surguja,Chhattisgarh,2021,1,0.3925
Hoshangabad,Madhya Pradesh,2021,1,0.5638
Jabalpur,Madhya Pradesh,2021,1,0.5511
Mandla,Madhya Pradesh,2021,1,0.4499
Mandsaur,Madhya Pradesh,2021,1,0.494
Morena,Madhya Pradesh,2021,1,0.4591
Rajgarh,Madhya Pradesh,2021,1,0.6368
West Nimar,Madhya Pradesh,2021,1,0.4927
Barwani,Madhya Pradesh,2021,1,0.4233
Dindori,Madhya Pradesh,2021,1,0.4463
Harda,Madhya Pradesh,2021,1,0.6066
Katni,Madhya Pradesh,2021,1,0.525
Neemuch,Madhya Pradesh,2021,1,0.4296
Sheopur,Madhya Pradesh,2021,1,0.378
Umaria,Madhya Pradesh,2021,1,0.47
Basti,Uttar Pradesh,2021,1,0.422
Bulandshahr,Uttar Pradesh,2021,1,0.5141
Etawah,Uttar Pradesh,2021,1,0.5088
Farrukhabad,Uttar Pradesh,2021,1,0.0
Meerut,Uttar Pradesh,2021,1,0.4605
Auraiya,Uttar Pradesh,2021,1,0.5029
Baghpat,Uttar Pradesh,2021,1,0.4128
Gautam Buddha Nagar,Uttar Pradesh,2021,1,0.3355
Kannauj,Uttar Pradesh,2021,1,0.4628
Sant Kabir Nagar,Uttar Pradesh,2021,1,0.4846
Pithoragarh,Uttarakhand,2021,1,0.2462
Almora,Uttarakhand,2021,1,0.5062
Bageshwar,Uttarakhand,2021,1,0.4508
Chamoli,Uttarakhand,2021,1,0.2536
Champawat,Uttarakhand,2021,1,0.5631
Rudra Prayag,Uttarakhand,2021,1,0.3681
Aizawl,Mizoram,2021,1,0.8044
Lunglei,Mizoram,2021,1,0.8081
Champhai,Mizoram,2021,1,0.7589
Kolasib,Mizoram,2021,1,0.7388
Mamit,Mizoram,2021,1,0.7963
Saiha,Mizoram,2021,1,0.8143
Serchhip,Mizoram,2021,1,0.7602
Bhagalpur,Bihar,2021,1,0.3653
Munger,Bihar,2021,1,0.4231
Rohtas,Bihar,2021,1,0.3273
Saharsa,Bihar,2021,1,0.3854
Sitamarhi,Bihar,2021,1,0.0
Banka,Bihar,2021,1,0.3418
Bhabua,Bihar,2021,1,0.354
Bhojpur,Bihar,2021,1,0.3025
Buxar,Bihar,2021,1,0.3366
Jamui,Bihar,2021,1,0.362
Lakhisarai,Bihar,2021,1,0.4084
Sheikhpura,Bihar,2021,1,0.2492
Sheohar,Bihar,2021,1,0.0
Supaul,Bihar,2021,1,0.3298
Bokaro,Jharkhand,2021,1,0.299
Chatra,Jharkhand,2021,1,0.3932
Garhwa,Jharkhand,2021,1,0.3924
Giridih,Jharkhand,2021,1,0.2884
Hazaribag,Jharkhand,2021,1,0.3702
Koderma,Jharkhand,2021,1,0.4116
Pakur,Jharkhand,2021,1,0.3336
Sahibganj,Jharkhand,2021,1,0.3457
Banas Kantha,Gujarat,2021,1,0.5129
Mahesana,Gujarat,2021,1,0.5001
Patan,Gujarat,2021,1,0.4468
Dumka,Jharkhand,2021,1,0.2997
Gumla,Jharkhand,2021,1,0.3904
Jamtara,Jharkhand,2021,1,0.2468
Latehar,Jharkhand,2021,1,0.4791
Palamu,Jharkhand,2021,1,0.3223
Pashchim Singhbhum,Jharkhand,2021,1,0.4353
Saraikela Kharsawan,Jharkhand,2021,1,0.2894
Simdega,Jharkhand,2021,1,0.3799
West Midnapore,West Bengal,2021,1,0.281
East Nimar,Madhya Pradesh,2021,1,0.3948
Guna,Madhya Pradesh,2021,1,0.5678
Shahdol,Madhya Pradesh,2021,1,0.3923
Anuppur,Madhya Pradesh,2021,1,0.3589
Ashoknagar,Madhya Pradesh,2021,1,0.5813
Andaman Islands,Andaman and Nicobar,2021,1,0.5689
Nicobar Islands,Andaman and Nicobar,2021,1,0.6014
Barpeta,Assam,2021,1,0.3523
Cachar,Assam,2021,1,0.588
Darrang,Assam,2021,1,0.3539
Dhuburi,Assam,2021,1,0.3074
Dibrugarh,Assam,2021,1,0.3571
Goalpara,Assam,2021,1,0.3514
Golaghat,Assam,2021,1,0.3801
Kamrup,Assam,2021,1,0.3729
Karbi Anglong,Assam,2021,1,0.6022
Karimganj,Assam,2021,1,0.4681
Nagaon,Assam,2021,1,0.3557
Nalbari,Assam,2021,1,0.3676
North Cachar Hills,Assam,2021,1,0.6848
Sibsagar,Assam,2021,1,0.3918
Sonitpur,Assam,2021,1,0.3679
Bongaigaon,Assam,2021,1,0.4801
Dhemaji,Assam,2021,1,0.3652
Hailakandi,Assam,2021,1,0.5472
Jorhat,Assam,2021,1,0.3276
Kokrajhar,Assam,2021,1,0.4564
Lakhimpur,Assam,2021,1,0.3993
Marigaon,Assam,2021,1,0.2818
Tinsukia,Assam,2021,1,0.5136
Delhi,Delhi,2021,1,0.109
Ahmadabad,Gujarat,2021,1,0.4131
Amreli,Gujarat,2021,1,0.4313
Bhavnagar,Gujarat,2021,1,0.3738
Gandhinagar,Gujarat,2021,1,0.5003
Jamnagar,Gujarat,2021,1,0.3922
Kachchh,Gujarat,2021,1,0.2185
Rajkot,Gujarat,2021,1,0.4519
Sabar Kantha,Gujarat,2021,1,0.5506
Surendranagar,Gujarat,2021,1,0.3974
Vadodara,Gujarat,2021,1,0.4692
Bhiwani,Haryana,2021,1,0.5464
Gurgaon,Haryana,2021,1,0.2737
Jind,Haryana,2021,1,0.5022
Sirsa,Haryana,2021,1,0.6677
Faridabad,Haryana,2021,1,0.4047
Bilaspur,Himachal Pradesh,2021,1,0.5199
Chamba,Himachal Pradesh,2021,1,0.2308
Hamirpur,Himachal Pradesh,2021,1,0.56
Kangra,Himachal Pradesh,2021,1,0.4677
Kinnaur,Himachal Pradesh,2021,1,0.014
Kullu,Himachal Pradesh,2021,1,0.2532
Lahul and Spiti,Himachal Pradesh,2021,1,-0.026
Mandi,Himachal Pradesh,2021,1,0.55
Shimla,Himachal Pradesh,2021,1,0.4298
Sirmaur,Himachal Pradesh,2021,1,0.55
Solan,Himachal Pradesh,2021,1,0.5794
Una,Himachal Pradesh,2021,1,0.5772
Bishnupur,Manipur,2021,1,0.2757
Chandel,Manipur,2021,1,0.7294
Churachandpur,Manipur,2021,1,0.7426
Senapati,Manipur,2021,1,0.6158
Tamenglong,Manipur,2021,1,0.7386
Thoubal,Manipur,2021,1,0.3168
Ukhrul,Manipur,2021,1,0.7554
East Garo Hills,Meghalaya,2021,1,0.7029
Jaintia Hills,Meghalaya,2021,1,0.6081
West Khasi Hills,Meghalaya,2021,1,0.6602
Lawngtlai,Mizoram,2021,1,0.7862
Mokokchung,Nagaland,2021,1,0.6693
Mon,Nagaland,2021,1,0.6428
Phek,Nagaland,2021,1,0.6535
Tuensang,Nagaland,2021,1,0.6644
Wokha,Nagaland,2021,1,0.6341
Zunheboto,Nagaland,2021,1,0.661
Sundargarh,Orissa,2021,1,0.4031
Amritsar,Punjab,2021,1,0.7268
Firozpur,Punjab,2021,1,0.676
Gurdaspur,Punjab,2021,1,0.7063
Jalandhar,Punjab,2021,1,0.6764
Kapurthala,Punjab,2021,1,0.6958
Ludhiana,Punjab,2021,1,0.6609
Sangrur,Punjab,2021,1,0.7654
Ajmer,Rajasthan,2021,1,0.3378
Alwar,Rajasthan,2021,1,0.3993
Banswara,Rajasthan,2021,1,0.4678
Barmer,Rajasthan,2021,1,0.1796
Bhilwara,Rajasthan,2021,1,0.4106
Bikaner,Rajasthan,2021,1,0.1543
Bundi,Rajasthan,2021,1,0.5255
Chittaurgarh,Rajasthan,2021,1,0.4871
Churu,Rajasthan,2021,1,0.2068
Dungarpur,Rajasthan,2021,1,0.4376
Jaisalmer,Rajasthan,2021,1,0.1366
Jalor,Rajasthan,2021,1,0.3194
Jhalawar,Rajasthan,2021,1,0.5274
Jhunjhunun,Rajasthan,2021,1,0.375
Jodhpur,Rajasthan,2021,1,0.2206
Nagaur,Rajasthan,2021,1,0.2146
Pali,Rajasthan,2021,1,0.3366
Sikar,Rajasthan,2021,1,0.3065
Sirohi,Rajasthan,2021,1,0.4318
Tonk,Rajasthan,2021,1,0.5368
East,Sikkim,2021,1,0.0
North Sikkim,Sikkim,2021,1,0.014
South Sikkim,Sikkim,2021,1,0.5358
West Sikkim,Sikkim,2021,1,0.5354
West Tripura,Tripura,2021,1,0.5657
Bankura,West Bengal,2021,1,0.2698
Barddhaman,West Bengal,2021,1,0.2335
Birbhum,West Bengal,2021,1,0.2461
Darjiling,West Bengal,2021,1,0.4171
Haora,West Bengal,2021,1,0.3095
Hugli,West Bengal,2021,1,0.4002
Jalpaiguri,West Bengal,2021,1,0.3715
Kochbihar,West Bengal,2021,1,0.2696
Maldah,West Bengal,2021,1,0.3948
Murshidabad,West Bengal,2021,1,0.3975
Nadia,West Bengal,2021,1,0.4776
Puruliya,West Bengal,2021,1,0.2626
Kolkata,West Bengal,2021,1,0.2
North 24 Parganas,West Bengal,2021,1,0.4204
South 24 Parganas,West Bengal,2021,1,0.3274
East Siang,Arunachal Pradesh,2021,1,0.5812
Lohit,Arunachal Pradesh,2021,1,0.6663
Lower Subansiri,Arunachal Pradesh,2021,1,0.6419
Tirap,Arunachal Pradesh,2021,1,0.6625
West Siang,Arunachal Pradesh,2021,1,0.6348
Changlang,Arunachal Pradesh,2021,1,0.7762
Lower Dibang Valley,Arunachal Pradesh,2021,1,0.613
Papum Pare,Arunachal Pradesh,2021,1,0.7001
Aurangabad,Bihar,2021,1,0.2674
Begusarai,Bihar,2021,1,0.5387
Darbhanga,Bihar,2021,1,0.4227
Gaya,Bihar,2021,1,0.3719
Gopalganj,Bihar,2021,1,0.0
Jehanabad,Bihar,2021,1,0.2769
Katihar,Bihar,2021,1,0.3849
Khagaria,Bihar,2021,1,0.4126
Madhubani,Bihar,2021,1,0.3105
Madhepura,Bihar,2021,1,0.3832
Muzaffarpur,Bihar,2021,1,0.452
Nalanda,Bihar,2021,1,0.3988
Nawada,Bihar,2021,1,0.4237
Pashchim Champaran,Bihar,2021,1,0.0
Patna,Bihar,2021,1,0.3617
Purba Champaran,Bihar,2021,1,0.0
Purnia,Bihar,2021,1,0.3562
Samastipur,Bihar,2021,1,0.4801
Saran,Bihar,2021,1,0.3487
Siwan,Bihar,2021,1,0.3751
Vaishali,Bihar,2021,1,0.4298
Araria,Bihar,2021,1,0.2703
Kishanganj,Bihar,2021,1,0.1773
Chandigarh,Chandigarh,2021,1,0.374
Raigarh,Chhattisgarh,2021,1,0.3178
Deoghar,Jharkhand,2021,1,0.2871
Godda,Jharkhand,2021,1,0.3344
Lohardaga,Jharkhand,2021,1,0.4716
Ranchi,Jharkhand,2021,1,0.3734
Dhanbad,Jharkhand,2021,1,0.2534
Balaghat,Madhya Pradesh,2021,1,0.5141
Betul,Madhya Pradesh,2021,1,0.4684
Bhind,Madhya Pradesh,2021,1,0.5405
Bhopal,Madhya Pradesh,2021,1,0.6001
Chhatarpur,Madhya Pradesh,2021,1,0.4886
Chhindwara,Madhya Pradesh,2021,1,0.4569
Damoh,Madhya Pradesh,2021,1,0.5081
Datia,Madhya Pradesh,2021,1,0.4883
Dewas,Madhya Pradesh,2021,1,0.5948
Dhar,Madhya Pradesh,2021,1,0.5392
Gwalior,Madhya Pradesh,2021,1,0.3997
Indore,Madhya Pradesh,2021,1,0.6373
Jhabua,Madhya Pradesh,2021,1,0.4512
Narsinghpur,Madhya Pradesh,2021,1,0.5574
Panna,Madhya Pradesh,2021,1,0.4712
Raisen,Madhya Pradesh,2021,1,0.5354
Ratlam,Madhya Pradesh,2021,1,0.5784
Rewa,Madhya Pradesh,2021,1,0.4799
Sagar,Madhya Pradesh,2021,1,0.5824
Satna,Madhya Pradesh,2021,1,0.5011
Sehore,Madhya Pradesh,2021,1,0.5775
Seoni,Madhya Pradesh,2021,1,0.4919
Shajapur,Madhya Pradesh,2021,1,0.6417
Shivpuri,Madhya Pradesh,2021,1,0.4278
Sidhi,Madhya Pradesh,2021,1,0.4104
Tikamgarh,Madhya Pradesh,2021,1,0.5121
Ujjain,Madhya Pradesh,2021,1,0.7038
Vidisha,Madhya Pradesh,2021,1,0.6836
Agra,Uttar Pradesh,2021,1,0.5363
Azamgarh,Uttar Pradesh,2021,1,0.4337
Ballia,Uttar Pradesh,2021,1,0.3997
Bara Banki,Uttar Pradesh,2021,1,0.3975
Bareilly,Uttar Pradesh,2021,1,0.0539
Bijnor,Uttar Pradesh,2021,1,0.4181
Etah,Uttar Pradesh,2021,1,0.2925
Fatehpur,Uttar Pradesh,2021,1,0.3964
Ghaziabad,Uttar Pradesh,2021,1,0.3972
Ghazipur,Uttar Pradesh,2021,1,0.4106
Hardoi,Uttar Pradesh,2021,1,0.4077
Jalaun,Uttar Pradesh,2021,1,0.53
Jaunpur,Uttar Pradesh,2021,1,0.4751
Jhansi,Uttar Pradesh,2021,1,0.4871
Kanpur,Uttar Pradesh,2021,1,0.364
Lakhimpur Kheri,Uttar Pradesh,2021,1,0.3725
Lalitpur,Uttar Pradesh,2021,1,0.5829
Lucknow,Uttar Pradesh,2021,1,0.3267
Mainpuri,Uttar Pradesh,2021,1,0.4524
Mirzapur,Uttar Pradesh,2021,1,0.2954
Muzaffarnagar,Uttar Pradesh,2021,1,0.5131
Pilibhit,Uttar Pradesh,2021,1,0.4069
Pratapgarh,Uttar Pradesh,2021,1,0.4476
Rae Bareli,Uttar Pradesh,2021,1,0.3117
Rampur,Uttar Pradesh,2021,1,0.1498
Saharanpur,Uttar Pradesh,2021,1,0.4736
Shahjahanpur,Uttar Pradesh,2021,1,0.4577
Sitapur,Uttar Pradesh,2021,1,0.2994
Sultanpur,Uttar Pradesh,2021,1,0.3231
Unnao,Uttar Pradesh,2021,1,0.4009
Badaun,Uttar Pradesh,2021,1,0.2159
Firozabad,Uttar Pradesh,2021,1,0.5007
Kanpur Dehat,Uttar Pradesh,2021,1,0.4869
Mau,Uttar Pradesh,2021,1,0.4095
Siddharth Nagar,Uttar Pradesh,2021,1,0.4767
Sonbhadra,Uttar Pradesh,2021,1,0.3438
Dehra Dun,Uttarakhand,2021,1,0.5245
Pauri Garhwal,Uttarakhand,2021,1,0.5633
Haridwar,Uttarakhand,2021,1,0.4005
Tehri Garhwal,Uttarakhand,2021,1,0.4979
Uttarkashi,Uttarakhand,2021,1,0.3048
Adilabad,Andhra Pradesh,2021,1,0.4129
Anantapur,Andhra Pradesh,2021,1,0.3861
Chittoor,Andhra Pradesh,2021,1,0.4613
Cuddapah,Andhra Pradesh,2021,1,0.4343
East Godavari,Andhra Pradesh,2021,1,0.4992
Guntur,Andhra Pradesh,2021,1,0.4277
Hyderabad,Andhra Pradesh,2021,1,0.1128
Karimnagar,Andhra Pradesh,2021,1,0.3425
Khammam,Andhra Pradesh,2021,1,0.453
Krishna,Andhra Pradesh,2021,1,0.4194
Kurnool,Andhra Pradesh,2021,1,0.4023
Mahbubnagar,Andhra Pradesh,2021,1,0.3248
Medak,Andhra Pradesh,2021,1,0.2759
Nalgonda,Andhra Pradesh,2021,1,0.2768
Nellore,Andhra Pradesh,2021,1,0.4303
Nizamabad,Andhra Pradesh,2021,1,0.3575
Prakasam,Andhra Pradesh,2021,1,0.4484
Rangareddi,Andhra Pradesh,2021,1,0.2827
Srikakulam,Andhra Pradesh,2021,1,0.3954
Vishakhapatnam,Andhra Pradesh,2021,1,0.5316
Vizianagaram,Andhra Pradesh,2021,1,0.4485
Warangal,Andhra Pradesh,2021,1,0.3566
West Godavari,Andhra Pradesh,2021,1,0.441
North Goa,Goa,2021,1,0.6015
South Goa,Goa,2021,1,0.6369
Surat,Gujarat,2021,1,0.4234
The Dangs,Gujarat,2021,1,0.513
Valsad,Gujarat,2021,1,0.433
Navsari,Gujarat,2021,1,0.4943
Belgaum,Karnataka,2021,1,0.4252
Bellary,Karnataka,2021,1,0.3643
Bidar,Karnataka,2021,1,0.3435
Bijapur,Karnataka,2021,1,0.313
Chikmagalur,Karnataka,2021,1,0.6131
Dakshin Kannad,Karnataka,2021,1,0.7282
Dharwad,Karnataka,2021,1,0.4538
Gulbarga,Karnataka,2021,1,0.3437
Hassan,Karnataka,2021,1,0.48
Kodagu,Karnataka,2021,1,0.6811
Kolar,Karnataka,2021,1,0.4488
Mandya,Karnataka,2021,1,0.4464
Mysore,Karnataka,2021,1,0.4451
Raichur,Karnataka,2021,1,0.3662
Shimoga,Karnataka,2021,1,0.5554
Tumkur,Karnataka,2021,1,0.3883
Uttar Kannand,Karnataka,2021,1,0.6616
Bagalkot,Karnataka,2021,1,0.3448
Bangalore Rural,Karnataka,2021,1,0.4626
Bangalore Urban,Karnataka,2021,1,0.4155
Chamrajnagar,Karnataka,2021,1,0.5528
Chitradurga,Karnataka,2021,1,0.3329
Davanagere,Karnataka,2021,1,0.3879
Gadag,Karnataka,2021,1,0.3505
Haveri,Karnataka,2021,1,0.399
Koppal,Karnataka,2021,1,0.3377
Udupi,Karnataka,2021,1,0.6669
Kannur,Kerala,2021,1,0.6837
Ernakulam,Kerala,2021,1,0.5984
Idukki,Kerala,2021,1,0.7579
Kasaragod,Kerala,2021,1,0.6726
Kottayam,Kerala,2021,1,0.7743
Kozhikode,Kerala,2021,1,0.5869
Malappuram,Kerala,2021,1,0.5609
Palakkad,Kerala,2021,1,0.6021
Pattanamtitta,Kerala,2021,1,0.7755
Kollam,Kerala,2021,1,0.7332
Thrissur,Kerala,2021,1,0.6561
Thiruvananthapuram,Kerala,2021,1,0.7065
Wayanad,Kerala,2021,1,0.6429
Alappuzha,Kerala,2021,1,0.6477
Kavaratti,Lakshadweep,2021,1,-0.2588
Akola,Maharashtra,2021,1,0.417
Amravati,Maharashtra,2021,1,0.4412
Bhandara,Maharashtra,2021,1,0.4454
Buldana,Maharashtra,2021,1,0.4148
Chandrapur,Maharashtra,2021,1,0.4554
Dhule,Maharashtra,2021,1,0.4136
Garhchiroli,Maharashtra,2021,1,0.5231
Jalgaon,Maharashtra,2021,1,0.455
Kolhapur,Maharashtra,2021,1,0.4607
Latur,Maharashtra,2021,1,0.4281
Nagpur,Maharashtra,2021,1,0.4358
Nanded,Maharashtra,2021,1,0.4216
Nashik,Maharashtra,2021,1,0.3568
Osmanabad,Maharashtra,2021,1,0.4074
Pune,Maharashtra,2021,1,0.3449
Raigarh,Maharashtra,2021,1,0.3929
Ratnagiri,Maharashtra,2021,1,0.4795
Sindhudurg,Maharashtra,2021,1,0.571
Sangli,Maharashtra,2021,1,0.3667
Satara,Maharashtra,2021,1,0.3909
Solapur,Maharashtra,2021,1,0.3801
Thane,Maharashtra,2021,1,0.389
Wardha,Maharashtra,2021,1,0.441
Yavatmal,Maharashtra,2021,1,0.4021
Aurangabad,Maharashtra,2021,1,0.3899
Ahmednagar,Maharashtra,2021,1,0.3456
Bid,Maharashtra,2021,1,0.3918
Gondiya,Maharashtra,2021,1,0.4296
Hingoli,Maharashtra,2021,1,0.432
Jalna,Maharashtra,2021,1,0.4411
Mumbai Suburban,Maharashtra,2021,1,0.3294
Mumbai city,Maharashtra,2021,1,0.1284
Parbhani,Maharashtra,2021,1,0.4412
Washim,Maharashtra,2021,1,0.4009
Cuttack,Orissa,2021,1,0.3517
Dhenkanal,Orissa,2021,1,0.3787
Ganjam,Orissa,2021,1,0.4353
Kalahandi,Orissa,2021,1,0.4782
Keonjhar,Orissa,2021,1,0.3882
Koraput,Orissa,2021,1,0.4345
Mayurbhanj,Orissa,2021,1,0.3936
Puri,Orissa,2021,1,0.1878
Sambalpur,Orissa,2021,1,0.442
Angul,Orissa,2021,1,0.4059
Baleshwar,Orissa,2021,1,0.2496
Baragarh,Orissa,2021,1,0.3226
Bhadrak,Orissa,2021,1,0.217
Bolangir,Orissa,2021,1,0.4076
Boudh,Orissa,2021,1,0.4857
Deogarh,Orissa,2021,1,0.3966
Gajapati,Orissa,2021,1,0.5616
Jagatsinghpur,Orissa,2021,1,0.2801
Jajpur,Orissa,2021,1,0.3042
Jharsuguda,Orissa,2021,1,0.2317
Kandhamal,Orissa,2021,1,0.6408
Kendrapara,Orissa,2021,1,0.3187
Khordha,Orissa,2021,1,0.3432
Malkangiri,Orissa,2021,1,0.4726
Nabarangpur,Orissa,2021,1,0.3739
Nayagarh,Orissa,2021,1,0.4961
Nuapada,Orissa,2021,1,0.4053
Rayagada,Orissa,2021,1,0.5407
Sonepur,Orissa,2021,1,0.3357
Thoothukudi,Tamil Nadu,2021,1,0.5556
Coimbatore,Tamil Nadu,2021,1,0.4607
Dharmapuri,Tamil Nadu,2021,1,0.5122
Virudhunagar,Tamil Nadu,2021,1,0.5055
Kanniyakumari,Tamil Nadu,2021,1,0.7059
Nilgiris,Tamil Nadu,2021,1,0.6512
Erode,Tamil Nadu,2021,1,0.5721
Pudukkottai,Tamil Nadu,2021,1,0.5338
Dindigul,Tamil Nadu,2021,1,0.5143
Ramanathapuram,Tamil Nadu,2021,1,0.414
Salem,Tamil Nadu,2021,1,0.4987
Thanjavur,Tamil Nadu,2021,1,0.3159
Sivaganga,Tamil Nadu,2021,1,0.4659
Tiruchchirappalli,Tamil Nadu,2021,1,0.393
Tirunelveli Kattabo,Tamil Nadu,2021,1,0.4409
Ariyalur,Tamil Nadu,2021,1,0.3218
Chennai,Tamil Nadu,2021,1,0.0238
Cuddalore,Tamil Nadu,2021,1,0.3627
Kancheepuram,Tamil Nadu,2021,1,0.3444
Karur,Tamil Nadu,2021,1,0.429
Madurai,Tamil Nadu,2021,1,0.5184
Nagapattinam,Tamil Nadu,2021,1,0.3094
Namakkal,Tamil Nadu,2021,1,0.487
Perambalur,Tamil Nadu,2021,1,0.3039
Theni,Tamil Nadu,2021,1,0.4335
Thiruvallur,Tamil Nadu,2021,1,0.4061
Tiruvannamalai,Tamil Nadu,2021,1,0.4649
Vellore,Tamil Nadu,2021,1,0.4639
Villupuram,Tamil Nadu,2021,1,0.4346
East Midnapore,West Bengal,2021,1,0.2296
Durg,Chhattisgarh,2021,1,0.3679
Bastar,Chhattisgarh,2021,1,0.4778
Dantewada,Chhattisgarh,2021,1,0.5255
Dhamtari,Chhattisgarh,2021,1,0.3996
Janjgir-Champa,Chhattisgarh,2021,1,0.1956
Kanker,Chhattisgarh,2021,1,0.4675
Mahasamund,Chhattisgarh,2021,1,0.2776
Raipur,Chhattisgarh,2021,1,0.3251
Raj Nandgaon,Chhattisgarh,2021,1,0.4487
Dadra and Nagar Haveli,Dadra and Nagar Haveli,2021,1,0.4003
Daman,Daman and Diu,2021,1,0.16
Junagadh,Daman and Diu,2021,1,0.492
Burhanpur,Madhya Pradesh,2021,1,0.377
Karaikal,Puducherry,2021,1,0.3701
Mahe,Puducherry,2021,1,0.6045
Puducherry,Puducherry,2021,1,0.4082
Yanam,Puducherry,2021,1,0.3496
Karnal,Haryana,2021,4,0.2536
Kurukshetra,Haryana,2021,4,0.302
Mahendragarh,Haryana,2021,4,0.1756
Sonepat,Haryana,2021,4,0.2308
Kaithal,Haryana,2021,4,0.2542
Panipat,Haryana,2021,4,0.2387
Rewari,Haryana,2021,4,0.1667
Yamuna Nagar,Haryana,2021,4,0.3242
Bharatpur,Rajasthan,2021,4,0.1626
Dhaulpur,Rajasthan,2021,4,0.1717
Purba Singhbhum,Jharkhand,2021,4,0.3388
Gorakhpur,Uttar Pradesh,2021,4,0.2342
Maharajganj,Uttar Pradesh,2021,4,0.2765
Kota,Rajasthan,2021,4,0.1893
Baran,Rajasthan,2021,4,0.1678
East Khasi Hills,Meghalaya,2021,4,0.4729
West Garo Hills,Meghalaya,2021,4,0.5358
Ri-Bhoi,Meghalaya,2021,4,0.4745
